"Indexcd","Idxtrd01","Idxtrd08"
"000300","2012-05-02","2.183000"
"000300","2012-05-03","0.299300"
"000300","2012-05-04","0.905100"
"000300","2012-05-07","0.069900"
"000300","2012-05-08","-0.318700"
"000300","2012-05-09","-1.904800"
"000300","2012-05-10","-0.011300"
"000300","2012-05-11","-0.763800"
"000300","2012-05-14","-0.810900"
"000300","2012-05-15","0.070300"
"000300","2012-05-16","-1.632400"
"000300","2012-05-17","1.526200"
"000300","2012-05-18","-1.529000"
"000300","2012-05-21","0.515000"
"000300","2012-05-22","1.557400"
"000300","2012-05-23","-0.405600"
"000300","2012-05-24","-0.825800"
"000300","2012-05-25","-0.853700"
"000300","2012-05-28","1.616200"
"000300","2012-05-29","1.383100"
"000300","2012-05-30","-0.324300"
"000300","2012-05-31","-0.386600"
"000300","2012-06-01","0.036300"
"000300","2012-06-04","-2.809400"
"000300","2012-06-05","-0.007200"
"000300","2012-06-06","-0.056300"
"000300","2012-06-07","-0.595000"
"000300","2012-06-08","-0.702300"
"000300","2012-06-11","1.344400"
"000300","2012-06-12","-0.707000"
"000300","2012-06-13","1.592700"
"000300","2012-06-14","-0.783300"
"000300","2012-06-15","0.298100"
"000300","2012-06-18","0.512400"
"000300","2012-06-19","-0.875200"
"000300","2012-06-20","-0.234900"
"000300","2012-06-21","-1.583700"
"000300","2012-06-25","-2.215900"
"000300","2012-06-26","-0.065300"
"000300","2012-06-27","-0.314500"
"000300","2012-06-28","-0.877200"
"000300","2012-06-29","1.479300"
"000300","2012-07-02","0.147300"
"000300","2012-07-03","0.141300"
"000300","2012-07-04","-0.154000"
"000300","2012-07-05","-1.401600"
"000300","2012-07-06","1.738200"
"000300","2012-07-09","-2.288200"
"000300","2012-07-10","-0.386200"
"000300","2012-07-11","0.783900"
"000300","2012-07-12","0.973300"
"000300","2012-07-13","0.059300"
"000300","2012-07-16","-2.077100"
"000300","2012-07-17","0.603000"
"000300","2012-07-18","0.005600"
"000300","2012-07-19","0.413700"
"000300","2012-07-20","-1.067000"
"000300","2012-07-23","-1.376900"
"000300","2012-07-24","0.446500"
"000300","2012-07-25","-0.669600"
"000300","2012-07-26","-0.533700"
"000300","2012-07-27","0.069000"
"000300","2012-07-30","-0.566800"
"000300","2012-07-31","-0.122900"
"000300","2012-08-01","1.102900"
"000300","2012-08-02","-1.007700"
"000300","2012-08-03","0.807500"
"000300","2012-08-06","1.354200"
"000300","2012-08-07","0.136700"
"000300","2012-08-08","0.038600"
"000300","2012-08-09","0.916600"
"000300","2012-08-10","-0.495500"
"000300","2012-08-13","-1.992700"
"000300","2012-08-14","0.216200"
"000300","2012-08-15","-1.077700"
"000300","2012-08-16","-0.512300"
"000300","2012-08-17","-0.267000"
"000300","2012-08-20","-0.505200"
"000300","2012-08-21","0.517600"
"000300","2012-08-22","-0.783000"
"000300","2012-08-23","0.288100"
"000300","2012-08-24","-1.152000"
"000300","2012-08-27","-2.086100"
"000300","2012-08-28","0.458100"
"000300","2012-08-29","-1.054200"
"000300","2012-08-30","-0.155500"
"000300","2012-08-31","-0.294000"
"000300","2012-09-03","1.065900"
"000300","2012-09-04","-1.075300"
"000300","2012-09-05","-0.205600"
"000300","2012-09-06","0.815900"
"000300","2012-09-07","4.479900"
"000300","2012-09-10","0.409400"
"000300","2012-09-11","-0.635100"
"000300","2012-09-12","0.353900"
"000300","2012-09-13","-0.931400"
"000300","2012-09-14","0.743100"
"000300","2012-09-17","-2.454600"
"000300","2012-09-18","-1.038900"
"000300","2012-09-19","0.492000"
"000300","2012-09-20","-2.238600"
"000300","2012-09-21","0.141700"
"000300","2012-09-24","0.748200"
"000300","2012-09-25","-0.242000"
"000300","2012-09-26","-1.143000"
"000300","2012-09-27","3.058600"
"000300","2012-09-28","1.838100"
"000300","2012-10-08","-1.005300"
"000300","2012-10-09","2.207100"
"000300","2012-10-10","0.170700"
"000300","2012-10-11","-0.928700"
"000300","2012-10-12","0.086800"
"000300","2012-10-15","-0.419800"
"000300","2012-10-16","0.144000"
"000300","2012-10-17","0.114900"
"000300","2012-10-18","1.533100"
"000300","2012-10-19","-0.154400"
"000300","2012-10-22","0.391100"
"000300","2012-10-23","-1.260500"
"000300","2012-10-24","-0.185900"
"000300","2012-10-25","-0.716700"
"000300","2012-10-26","-1.891200"
"000300","2012-10-29","-0.536200"
"000300","2012-10-30","0.180200"
"000300","2012-10-31","0.666900"
"000300","2012-11-01","1.909900"
"000300","2012-11-02","0.386900"
"000300","2012-11-05","-0.212200"
"000300","2012-11-06","-0.420300"
"000300","2012-11-07","-0.205100"
"000300","2012-11-08","-1.840400"
"000300","2012-11-09","-0.199600"
"000300","2012-11-12","0.487500"
"000300","2012-11-13","-1.750000"
"000300","2012-11-14","0.482300"
"000300","2012-11-15","-1.326400"
"000300","2012-11-16","-0.746800"
"000300","2012-11-19","-0.103600"
"000300","2012-11-20","-0.464600"
"000300","2012-11-21","1.386500"
"000300","2012-11-22","-0.790500"
"000300","2012-11-23","0.694800"
"000300","2012-11-26","-0.778800"
